year,ACCESS-CM2,BCC-CSM2-MR,CanESM5,CNRM-CM6-1,CMCC-CM2-SR5,CMCC-ESM2,EC-Earth3_r1i1p1f1,EC-Earth3_r3i1p1f1,EC-Earth3_r4i1p1f1,GFDL-ESM4,HadGEM3-GC31-LL,KACE-1-0-G,MIROC6,MIROC-ES2L,MPI-ESM1-2-HR_r1i1p1f1,MPI-ESM1-2-HR_r2i1p1f1,MPI-ESM1-2-LR,HadGEM3-GC31-MM,KIOST-ESM,MRI-ESM2-0
2053,3.085141511,2.40900377,3.85485103,2.666776233,2.775381489,2.629158804,3.046758463,2.450572237,2.303275515,2.081641304,3.357346281,3.253661341,1.941106352,2.502077541,2.059851248,2.142847144,2.110905763,3.296137578,2.434858304,2.523947204
2054,2.966502011,2.50117297,3.89117703,2.804159533,2.999240289,2.702785004,3.041050163,2.631316537,2.497429615,2.226431004,3.539679881,3.412849741,2.118854852,2.623102741,2.240962048,2.213779744,2.338661463,3.434843778,2.387907504,2.507885504
2055,2.999302311,2.47952177,4.14960793,3.051689733,3.155125489,2.786446304,3.136488263,2.836125937,2.789219415,2.318362204,3.714102381,3.590403141,2.354463752,2.267513941,2.147350448,2.100695244,2.136792763,3.628629078,2.512196404,2.638722804
2056,3.173733711,2.51385147,4.34404793,2.874679133,3.270590589,2.894415704,3.228954563,2.815962137,2.509644615,2.089258904,3.938512581,3.604592741,2.376196552,2.365971441,2.198598348,2.260386944,2.076320163,3.417998078,2.687302604,2.681082604
2057,3.219009911,2.68257657,4.30793653,2.779618933,3.192816589,3.166177104,3.209879263,2.558548237,2.573657615,2.230826104,3.838324481,3.576179341,2.540784152,2.664723841,2.321680448,2.475123744,2.166045463,3.391222578,2.578464104,2.703215804
2058,3.454422211,2.74936217,4.36457663,3.003071433,3.118815889,3.338089904,3.224306963,2.620134937,2.792966315,2.289533604,3.783403781,3.482537641,2.252583852,2.819874541,2.332146548,2.394498644,2.284573363,3.609144378,2.634971304,2.689382304
2059,3.422040511,2.74949557,4.58470893,3.311861333,3.189771489,3.172924304,3.455813663,2.939622837,2.839066015,2.369306604,4.068125681,3.548871841,2.091863552,2.552062241,2.194108948,2.376102944,2.352213163,3.764044678,2.653751904,2.814400704
2060,3.404582911,2.90097057,4.47026073,3.247114933,3.275004489,3.090738304,3.760601163,3.283797037,2.848238215,2.255837204,3.916266581,3.607905941,2.154199852,2.500853041,2.347088648,2.342805444,2.425613863,3.887141378,2.684393604,2.953803204
2061,3.525608411,2.82651447,4.37728683,3.253168633,3.474820189,3.326393204,3.393710463,3.058624437,2.886904915,2.470749204,3.994952481,3.575871241,2.225756152,2.710457541,2.528586348,2.356003844,2.558908063,4.057864978,2.835427104,2.819470404
2062,3.547330011,2.84176977,4.41032083,3.433510133,3.518264489,3.585465704,3.446338263,3.113208337,3.194567915,2.525069604,4.160666381,3.721972541,2.402026452,2.876757441,2.379232148,2.509809044,2.532150263,4.051622478,2.726460104,2.927543404
2063,3.611332111,2.94954287,4.72242923,3.282857733,3.583110289,3.433469704,3.551152163,3.179916137,3.346810115,2.402577604,4.111532781,3.752791441,2.748983252,2.703472541,2.499345248,2.451947944,2.451641863,4.217425078,2.752191004,3.043126804
2064,3.762158811,3.00535677,4.75347683,3.480762433,3.533417689,3.460090204,3.796344863,3.248227537,2.944718015,2.718146404,4.286064881,3.849213441,2.498955252,2.601217241,2.404618748,2.400090544,2.543062163,3.990549078,2.914733604,2.946432504
2065,3.569269311,3.07235497,4.87981723,3.492881033,3.560056589,3.784031004,3.540121963,3.620340737,3.128488915,2.661066204,4.379726481,3.800352841,2.201747552,2.814817241,2.658696548,2.637998244,2.709286063,4.120245578,2.766303004,3.137117004
2066,3.682954611,3.02418647,4.95274873,3.744822633,3.763849889,3.752861204,3.664359163,3.377412937,3.318403715,2.605656104,4.353164181,3.918911241,2.517222352,2.983003841,2.545937948,2.639122344,2.743564363,4.348043378,3.027463604,3.107629604
2067,3.913007611,3.07137547,5.06416753,3.827197833,4.057538189,3.454846304,4.064781663,3.492862637,3.798884915,2.760220304,4.399099181,3.995777841,2.641323852,2.724134541,2.500239248,2.769084444,2.592406063,4.183934178,3.216563504,3.264142404
2068,3.796575711,3.19443427,5.19480973,3.833571033,4.066247689,3.577062904,4.044445463,3.689515237,3.470453915,2.651866704,4.496489581,4.037099641,2.527626952,2.658196041,2.586655148,2.759491344,2.643645163,4.326774278,3.103904204,3.400217304
2069,4.100982511,3.26678747,5.08654343,3.763222733,3.941072689,3.862430104,3.898894963,3.829362737,3.607120015,2.895330104,4.586077181,4.203841441,2.785652352,2.933290541,2.751350348,2.683619744,2.809393463,4.531211478,3.310335004,3.259823504
2070,4.127267611,3.29921007,5.13690733,3.919366833,3.629989489,4.163701504,4.091141663,3.661911037,3.914897615,2.839163804,4.728749081,4.182044141,2.976641752,3.293468441,2.872214248,2.813310044,3.240137363,4.519062078,3.099764204,3.317939204
2071,4.352295611,3.21345627,5.28303343,3.869490633,3.904373189,4.190794404,4.351657063,3.835495837,3.675405515,2.883314604,4.845388981,4.357655241,2.638504752,3.067860541,2.779027148,3.037419044,3.030533163,4.499899478,3.092488204,3.297844404
2072,4.230569911,3.38170167,5.41507663,4.142626433,4.183169889,3.908401104,4.061184563,4.162738137,3.739511915,2.782944504,4.779137381,4.494555841,2.715737152,3.011595341,2.780688648,3.061046344,2.768459863,4.632400778,3.302265504,3.340682004
2073,4.278811111,3.45357447,5.55512313,4.291109333,4.135115789,4.009140704,4.160484963,3.897329337,4.005729715,2.942583204,5.018657181,4.304300141,2.928042452,3.128462941,3.020276948,3.051261544,2.785728963,4.914182878,3.274867304,3.548252804
2074,4.384475011,3.38345537,5.57394743,4.200198033,4.010951289,4.364485104,4.405465863,3.892545037,4.142864115,3.081675004,5.065108581,4.465144441,3.047693852,3.471883541,2.976128948,3.150481244,3.126531263,4.947861978,3.334890304,3.573378004
2075,4.498584111,3.50290477,5.60961873,4.328612133,4.068043189,4.371555504,4.667144663,4.079360337,3.814798415,3.030024204,5.192679081,4.540367941,3.289739752,3.398958941,2.874579048,3.193438644,3.433113763,4.849796878,3.159651204,3.558485304
2076,4.493761811,3.51889527,5.73181683,4.351609333,4.224650089,4.309019404,4.391752963,4.455398837,3.864344115,2.973762304,5.198524881,4.520380141,3.019996152,3.124473741,2.988903348,3.217261044,3.233455463,5.050272078,3.376635904,3.630883604
2077,4.414862011,3.42007417,5.87200493,4.541300633,4.314092889,4.074488904,4.445942763,4.339659837,4.135678815,3.093866804,5.067816981,4.574145241,2.830034952,3.220656741,2.979121048,3.140241744,3.192031263,5.231204578,3.462585804,3.682059704
2078,4.449382111,3.48654437,6.07748363,4.643026933,4.430554989,4.127121804,4.643980063,4.403955737,3.888670815,3.362228604,5.315754681,4.726404441,2.928081352,3.458087841,2.959177748,3.122952144,3.327783963,5.067652678,3.363691904,3.774811704
2079,4.619402411,3.53150407,6.35731723,4.675667633,4.740600089,4.421328704,4.844678963,4.402355237,4.198213215,3.219757504,5.490724781,4.879514141,3.224983452,3.755651641,3.220141448,3.280836844,3.282900363,5.021353878,3.505929304,3.780728504
2080,4.786142211,3.62502187,6.20698903,4.639233433,4.479330289,4.623574604,4.551510863,4.559796837,4.433510015,3.127631404,5.401858381,4.929178241,3.550808352,3.634782141,3.261186548,3.340593244,3.293691863,5.400788478,3.344373004,3.882682304
2081,4.813563211,3.75483687,5.99150183,4.765275733,4.347387789,4.527736804,4.697692563,4.627712937,4.572593815,3.402629904,5.662261181,4.932979541,3.630633252,3.353896841,3.279430948,3.390051244,3.352989163,5.421655978,3.460424104,3.970917404
2082,4.965804911,3.73299607,6.23819773,4.811240933,4.463483289,4.601950004,5.153269363,4.356870337,4.328409315,3.520580304,5.556934881,5.044484741,3.337876452,3.530728641,3.314902148,3.459330744,3.372360063,5.421580278,3.553011804,4.116901904
2083,4.864212011,3.67985967,6.51687603,5.067207233,4.674712189,4.558942904,5.146941063,4.449363337,4.325736515,3.338308604,5.619912781,5.191058441,3.243408852,3.912017441,3.576167348,3.475989444,3.645100363,5.658406178,3.505060904,4.059496304
2084,5.172366111,3.67398517,6.63101783,5.075815533,5.000057189,4.585428504,4.795628963,4.922876537,4.782973215,3.532970504,5.753795681,5.131934941,3.342557252,3.878700341,3.429563948,3.473365744,3.645669763,5.520380078,3.543188404,4.249276804
2085,5.239150211,3.77568887,6.58679173,5.262470933,4.871279989,4.810573504,5.034518063,4.909841137,5.036709915,3.549601104,6.097502881,5.290309741,3.597481352,3.452009041,3.413311548,3.534716344,3.674285763,5.763601278,3.615753504,4.352174004
2086,5.193470111,3.78403197,6.57833263,5.359950633,4.783836389,5.005627304,5.573161963,4.571349837,4.850420015,3.580116904,6.091315281,5.345852241,3.741540552,3.493044441,3.373917048,3.686295144,3.765459163,5.633825578,3.432140804,4.247038104
2087,5.336935611,3.72542457,6.71671073,5.257556233,4.908908789,5.010061904,5.411134363,4.727222037,5.037661415,3.506131004,6.034401981,5.276657941,3.509692152,3.693868241,3.576766048,3.811252044,3.773489463,5.808127778,3.663760004,4.298111904
2088,5.384490411,3.97247017,6.79494023,5.360406233,5.177889289,4.909981704,5.226567963,4.913151037,5.201371115,3.616381104,6.276360981,5.357097841,3.517839852,4.117891141,3.676213748,3.812440544,3.903385263,6.022442778,3.679766804,4.212635504
2089,5.312467811,3.87581467,6.89681453,5.606880533,5.407848089,4.899449304,5.292722663,4.987517137,4.756749215,3.977624804,6.420866481,5.419332041,3.841546152,3.879750441,3.678679348,3.917738944,3.856160463,5.881428478,3.600054404,4.166496204
2090,5.501709211,3.79580147,7.14626743,5.400615433,5.142660889,4.999974904,5.628379463,4.973602437,4.979814215,3.796091004,6.306460181,5.496460541,4.037875952,3.894063941,3.814009948,4.036920244,3.819792363,6.164549978,3.795458204,4.310418704
2091,5.608583111,3.97110007,7.12242053,5.675667433,4.996686589,5.283074004,5.755798563,5.231585937,5.142710915,3.881684704,6.480125281,5.716810941,3.769527452,4.237322641,4.044062548,3.744707444,3.925857163,6.282955578,3.791572704,4.482499604
2092,5.670332311,3.90557057,7.27557003,5.705118433,5.294707989,5.270709104,5.570879163,5.358122737,5.469739415,3.907067104,6.527343381,5.533479741,3.771280152,4.379622841,3.960536248,3.875863044,3.884848463,6.286504478,3.810276704,4.445996704
2093,5.667337211,4.12252297,7.39269393,5.823063433,5.500448389,5.122329704,5.575205863,5.486031537,5.400572915,3.967430004,6.716440381,5.601219341,3.918501752,4.036858641,3.990778048,4.080633744,3.970613663,6.499059978,3.896641504,4.402182704
2094,5.895791811,4.17858437,7.52072833,6.031433733,5.479899189,5.232314404,5.929306163,5.515356437,5.181242315,3.911702904,6.750831281,5.808658141,4.161409952,4.000295541,4.034261848,4.215635944,3.998850663,6.485324478,4.024480404,4.637458704
2095,5.986089811,4.14990297,7.45733043,6.174621533,5.374085589,5.508399504,6.089311463,5.696559737,5.155820715,4.032503004,6.799103481,5.839081841,4.094300052,4.360912441,4.088284348,4.128301844,4.064590363,6.487489278,4.029912604,4.502797404
2096,6.063540411,4.24473567,7.46229103,6.212861233,5.525687289,5.667414104,5.863548963,5.907229737,5.526774915,4.071086304,6.866427281,5.826070341,4.009071852,4.632754141,4.187761248,4.133819944,4.040238563,6.617539878,3.849158304,4.696512104
2097,6.027438211,4.23521277,7.65193383,6.413045933,5.571548389,5.431645804,6.051827263,5.616967337,5.772371315,3.857335004,7.069435981,5.911065941,4.131683552,4.504318041,4.187713048,4.095112944,4.138006963,6.706870678,3.918173904,4.915282104
2098,6.217513011,4.27567867,7.54605543,6.463017533,5.588013089,5.432802404,6.151374963,5.578531237,5.570345715,4.155945104,7.002994781,5.985244641,4.518658152,4.339553141,4.266097448,4.200796044,4.484552263,6.678345878,4.102651604,4.606587204
2099,6.322197711,4.38242937,7.54854143,6.573232033,5.758596889,5.656501604,6.502569963,5.932103537,5.546935215,4.351029304,7.131861081,6.105186141,4.322595952,4.422793541,4.286509048,4.188445244,4.398251763,6.842655378,3.976874504,4.712233104
2100,6.352837411,4.45709647,7.88413783,6.392128633,5.831822289,5.649813004,6.475750363,6.211086937,5.819172615,4.230438004,7.189588681,6.078817441,4.324867652,4.723166541,4.203935048,4.221279944,4.153526063,6.999316778,8,4.992771304
